cod_5;nome_5;descr_5
6.5.1.3.2;Gelatai;Le professioni comprese in questa unità preparano miscele aromatiche e addensanti per realizzare creme gelato, gelati a base di frutta e granite aromatizzate.
6.5.1.3.3;Conservieri;Le professioni comprese in questa unità gelatinizzano e candiscono frutta ed altri prodotti vegetali, li lavorano e cuociono per produrre marmellate e conserve.
6.5.1.4.0;Degustatori e classificatori di prodotti alimentari e bevande;Le professioni comprese in questa unità selezionano, classificano e riconoscono le caratteristiche organolettiche di prodotti alimentari e bevande, utilizzando i propri sensi e giudicando secondo standard predefiniti.
6.5.1.5.0;Artigiani ed operai specializzati delle lavorazioni artigianali casearie;Le professioni comprese in questa unità lavorano e trasformano latte di varia provenienza per produrre panna, burro, formaggi freschi e stagionati ed altri prodotti caseari.
6.5.1.6.0;Operai specializzati della preparazione e della lavorazione delle foglie di tabacco;Le professioni comprese in questa unità scelgono, essiccano, lavorano e trattano, sottoponendole a vari tipi di concia, le foglie di tabacco per produrre sigari, tabacco da masticare e miscele triturate da annusare o fumare in pipe o sigarette.
6.5.2.1.1;Stagionatori ed operai specializzati del primo trattamento del legno;Le professioni comprese in questa unità provvedono al primo trattamento del legno ovvero tagliano e pezzano i tronchi tenendo conto dell'uso e del valore del materiale che si intende ottenere, provvedono alla stagionatura, naturale o in forno, del materiale ricavato e ad eventuali trattamenti chimici dello stesso.
6.5.2.1.2;Curvatori, sagomatori ed operai specializzati della prima lavorazione del legno;Le professioni comprese in questa unità curvano e sagomano assi e tavole secondo standard predefiniti.
6.5.2.2.1;Attrezzisti di falegnameria;Le professioni comprese in questa unità lavorano artigianalmente il legno realizzando infissi, mobili o altri manufatti, ovvero si occupano della sgrossatura e della prima trasformazione delle assi in legno con l’ausilio di macchine utensili manuali o semi automatiche (seghe a nastro e circolari, piallatrici, levigatrici, frese a pantografo).
6.5.2.2.2;Falegnami;Le professioni comprese in questa unità lavorano artigianalmente il legno realizzando infissi, mobili o altri manufatti, ovvero realizzano e riparano infissi, porte finestre e altri serramenti in legno, casse, botti, doghe, bauli, carrozze, scheletri, sostegni e simili manufatti di carpenteria in legno.
6.5.2.2.3;Montatori di mobili;Le professioni comprese in questa unità montano e smontano mobili e componenti di arredamento su misura e componibili, in legno ed altri materiali
6.5.2.3.1;Impagliatori e lavoranti in vimini e setole;Le professioni comprese in questa unità trattano vimine, paglia e crine vegetale per realizzare cappelli, cesti, canestri, pennelli, spazzole ed altri oggetti simili.
6.5.2.3.2;Cordai e intrecciatori di fibre;Le professioni comprese in questa unità intrecciano fibre di vario genere per produrre corde e reti.
6.5.2.3.3;Lavoranti in giunco e canna;Le professioni comprese in questa unità lavorano giunchi e canne per realizzare mobili, complementi di arredo o altri tipologie di prodotto.
6.5.2.3.4;Lavoranti in sughero e spugna;Le professioni comprese in questa unità trattano e lavorano il sughero e le spugne per produrre diverse tipologie di oggetti e di complementi ornamentali
6.5.3.1.0;Preparatori di fibre;Le professioni comprese in questa unità provvedono alla prima lavorazione e al primo trattamento, anche chimico, delle fibre vegetali e non, producendo filati di vario genere per la tessitura o altre lavorazioni.
6.5.3.2.1;Tessitori;Le professioni comprese in questa unità provvedono artigianalmente a tessere filati e maglie, realizzando e rifinendo tessuti, arazzi, tappeti o manufatti simili a mano o con l’ausilio di macchine semiautomatiche.
6.5.3.2.2;Maglieristi;Le professioni comprese in questa unità confezionano e rifiniscono artigianalmente capi di maglieria.
6.5.3.2.3;Tintori e addetti al trattamento chimico dei tessuti;Le professioni comprese in questa unità colorano i tessuti artigianalmente e li sottopongono ad eventuali trattamenti chimici.
6.5.3.3.1;Modellisti di capi di abbigliamento;Le professioni comprese in questa unità riportano su cartamodello i disegni del capo di abbigliamento da realizzare dimensionandoli alle misure del cliente o a misure standard.
6.5.3.3.2;Tagliatori di capi di abbigliamento;Le professioni comprese in questa unità tagliano il capo di abbigliamento per intero o nelle sue parti in sartorie semiartigianali.
6.5.3.3.3;Confezionatori di capi di abbigliamento;Le professioni comprese in questa unità confezionano il capo di abbigliamento per intero o nelle sue parti in sartorie semiartigianali.
6.5.3.3.4;Sarti;Le professioni comprese in questa unità disegnano, tagliano e confezionano l’intero capo di abbigliamento su misura del cliente.
6.5.3.3.5;Cappellai;Le professioni comprese in questa unità realizzano cappelli in tessuto, lana o feltro.
6.5.3.4.1;Modellisti di pellicceria e di capi in pelle;Le professioni comprese in questa unità riportano su cartamodello i disegni del capo da realizzare in pelle o pelliccia dimensionandoli alle misure del cliente o a misure standard.
6.5.3.4.2;Tagliatori di pellicceria e di capi in pelle;Le professioni comprese in questa unità tagliano il capo o il complemento di abbigliamento in pelle o pelliccia per intero o nelle sue parti in laboratori semiartigianali.
6.5.3.4.3;Confezionatori di pellicceria e di capi in pelle;Le professioni comprese in questa unità confezionano il capo o il complemento di abbigliamento in pelle o pelliccia per intero o nelle sue parti in laboratori semiartigianali.
6.5.3.4.4;Pellicciai e sarti in pelle;Le professioni comprese in questa unità disegnano, tagliano e confezionano l’intero capo in pelle o pelliccia su misura del cliente.
6.5.3.5.1;Confezionatori e rifinitori di biancheria intima;Le professioni comprese in questa unità realizzano artigianalmente capi di biancheria e relative rifiniture ovvero tagliano, cuciono, confezionano, rifiniscono e guarniscono capi di abbigliamento intimo.
6.5.3.5.2;Confezionatori e rifinitori di biancheria per la casa;Le professioni comprese in questa unità realizzano artigianalmente biancheria per la casa.
6.5.3.5.3;Merlettai e ricamatrici a mano;Le professioni comprese in questa unità realizzano merletti, ricami, anche con fili d’oro e d'argento, fiocchi, nastri, decorazioni con pajettes e grani colorati.
6.5.3.5.4;Bottonai;Le professioni comprese in questa unità producono bottoni di forma e materiali diversi.
6.5.3.6.1;Confezionatori di tende e drappeggi;"Le professioni comprese in questa unità realizzano ornamenti in tessuto o pelle per interni ovvero tagliano, confezionano, montano, riparano e restaurano tende, drappeggi e imbottiture su pareti, porte e finestre; realizzano piccoli complementi di arredo in tessuto."
6.5.3.6.2;Modellisti di poltrone e divani;Le professioni comprese in questa unità trasferiscono su dime e sagome i disegni degli scheletri, delle imbottiture e dei rivestimenti di poltrone, divani, pouf e simili, dimensionandoli ai manufatti da realizzare.
6.5.3.6.3;Tagliatori di imbottiture e rivestimenti di poltrone e divani;Le professioni comprese in questa unità realizzano gli scheletri e le imbottiture di poltrone, divani, pouf e simili, e ne tagliano i rivestimenti in laboratori o industrie semiartigianali secondo standard e linee definite.
6.5.3.6.4;Confezionatori di poltrone e divani;Le professioni comprese in questa unità inseriscono le imbottiture e confezionano per intero o in parti poltrone, divani, pouf e simili, in laboratori o industrie semiartigianali secondo standard e linee definite.
6.5.3.6.5;Tappezzieri di poltrone, divani e assimilati;Le professioni comprese in questa unità riparano e restaurano, in laboratori artigianali, su misura e ordinazione del cliente, poltrone, divani, pouf e oggetti simili.
6.5.3.6.6;Materassai;"Le professioni comprese in questa unità realizzano materassi e altri manufatti simili; curano il rifacimento di materassi in uso attraverso la cardatura della lana, l'inserimento di molle o altri interventi di manutenzione."
6.5.3.7.0;Artigiani e addetti alle tintolavanderie;"Le professioni comprese in questa unità lavano, puliscono a secco e stirano per le famiglie, articoli di abbigliamento, renna, pelle, pellicce, lenzuola, tende, biancheria fine, stuoie e tappeti; modificano o ripristinano il loro colore, identificano le macchie sui tessuti e applicano soluzioni chimiche per rimuoverle."
6.5.4.1.0;Conciatori di pelli e di pellicce;Le professioni comprese in questa unità si occupano della prima lavorazione e rifinitura del cuoio, delle pelli e delle pellicce, raschiano, sottopongono a concia, nappano, scamosciano, rifilano e portano a diverso grado di rifinitura i materiali della pelle animale in modo da renderli utilizzabili per confezionare capi e complementi di abbigliamento, accessori di varia utilità, calzature, rivestimenti e altri manufatti in cuoio e pelle.
6.5.4.2.1;Modellisti di calzature;Le professioni comprese in questa unità realizzano artigianalmente prodotti in cuoio, pelle e materiali simili, trasferendo su dime e sagome i disegni di calzature e dimensionandoli ai prodotti da realizzare.
6.5.4.2.2;Tagliatori di calzature;Le professioni comprese in questa unità realizzano prodotti in cuoio, pelle e materiali simili, tagliando calzature, per intero o in parti, secondo modelli e misure standard, in laboratori semi artigianali.
6.5.4.2.3;Confezionatori di calzature;Le professioni comprese in questa unità realizzano prodotti in cuoio, pelle e materiali simili, cucendo, confezionando, rifinendo e guarnendo calzature, per intero o in parti, secondo modelli e misure standard, in laboratori semi artigianali.
6.5.4.2.4;Calzolai, sellai e cuoiai;"Le professioni comprese in questa unità riparano, tagliano, cuciono, confezionano, rifiniscono e guarniscono calzature su misura del cliente in laboratori artigianali; realizzano artigianalmente selle, finimenti e altri oggetti in cuoio."
6.5.4.3.1;Modellisti di pelletteria;Le professioni comprese in questa unità realizzano artigianalmente accessori da viaggio e complementi di abbigliamento in pelle o in materiali simili trasferendo su dime e sagome i disegni e dimensionandoli agli oggetti da realizzare.
6.5.4.3.2;Tagliatori di pelletteria;Le professioni comprese in questa unità tagliano valigie ed accessori simili per intero o in parti, secondo misure standard in laboratori semiartigianali
6.5.4.3.3;Confezionatori di pelletteria;Le professioni comprese in questa unità cuciono, rifiniscono e guarniscono valigie ed accessori simili per intero o in parti, secondo misure standard in laboratori semiartigianali.
6.5.4.3.4;Pellettieri;Le professioni comprese in questa unità riparano, tagliano, cuciono, rifiniscono e guarniscono valigie ed accessori simili su misura o ordinazione del cliente in laboratori artigianali.
6.5.5.1.0;Macchinisti ed attrezzisti di scena;Le professioni comprese in questa unità realizzano, predispongono e alternano le scene e le ambientazioni necessarie allo svolgimento di uno spettacolo o di una ripresa cinematografica, televisiva o di spettacoli simili ovvero si occupano dell’attrezzeria e delle macchine di scena a disposizione di registi, attori e macchinisti, la fanno funzionare, realizzano, montano e modificano scene e ambientazioni avvalendosi di pedane mobili, pannelli, botole, carri e macchine simili.
7.1.1.1.0;Conduttori di macchinari in miniere e cave;"Le professioni comprese in questa unità conducono macchinari per asportare, scavare, tagliare, tracciare, sollevare e trasportare minerali, pietra e marmo da miniere e cave a cielo aperto; rinforzano, puntellano e mettono in sicurezza opere murarie, scavi, ambienti di miniere e di cave, condotti, gallerie e posti di snodo tra gallerie; sono addetti alla manutenzione dei macchinari utilizzati."
7.1.1.2.0;Conduttori di impianti per il primo trattamento di minerali e di pietre;Le professioni comprese in questa unità conducono macchine per separare, frantumare, depurare, vagliare, agglomerare e in generale per le operazioni di primo trattamento di minerali e pietra in impianti associati a miniere e cave a cielo aperto.
7.1.1.3.1;Trivellatori di pozzi;Le professioni comprese in questa unità conducono macchine per trivellare e attrezzare all’uso pozzi minerari e per l’estrazione di petrolio, gas naturale e acqua.
7.1.1.3.2;Conduttori di sonde e perforatrici da prospezione;Le professioni comprese in questa unità conducono macchine per sondare il sottosuolo, prelevarne campioni per le analisi di laboratorio ed effettuare prospezioni geologiche.
7.1.2.1.1;Operatori di altoforno;"Le professioni comprese in questa unità conducono macchine e impianti di caricamento e di posizionamento dei minerali e dei rottami nei forni e negli altoforni; conducono gli altoforni."
7.1.2.1.2;Operatori di colata;Le professioni comprese in questa unità conducono gli impianti siderurgici di colata in lingotti, lastre, barre e gli impianti di taglio della ghisa, del ferro e dell’acciaio prodotti.
7.1.2.2.1;Operatori di forni di seconda fusione;Le professioni comprese in questa unità conducono macchine e impianti di caricamento del metallo in forni di seconda fusione e conducono questi ultimi.
7.1.2.2.2;Operatori di laminatoi;Le professioni comprese in questa unità conducono treni ed impianti di laminazione a freddo e a caldo delle colate di ferro e acciaio.
7.1.2.3.0;Operatori di impianti per il trattamento termico dei metalli;Le professioni comprese in questa unità conducono macchine e impianti, basati su tecnologie diverse, per la tempera, la ricottura e per altri trattamenti termici di metalli e leghe metalliche.
7.1.2.4.1;Conduttori di macchine per la trafila di metalli;Le professioni comprese in questa unità conducono macchine e impianti per la produzione, a mezzo di deformazione plastica, di semilavorati e prodotti finiti in metallo ovvero di macchine e di impianti per la trafilatura di corpi piatti, pieni e cavi e di fili.
7.1.2.4.2;Conduttori di macchine per l’estrusione e la profilatura di metalli;Le professioni comprese in questa unità conducono macchine e impianti per l’estrusione diretta e inversa di metalli duttili e la profilatura a caldo o a freddo di metalli ferrosi e non.
7.1.2.5.1;Operatori di impianti termici per la produzione di metalli non ferrosi;Le professioni comprese in questa unità conducono macchine e impianti per la produzione e la raffinazione di metalli non ferrosi ovvero conducono impianti e macchinari per la riduzione, l'alligazione e la raffinazione termica dei minerali e dei metalli non ferrosi.
7.1.2.5.2;Operatori di impianti elettrochimici per la produzione di metalli non ferrosi;Le professioni comprese in questa unità conducono macchine e impianti per la produzione e la raffinazione di metalli non ferrosi ovvero conducono impianti e macchinari per la loro riduzione e raffinazione per elettrolisi e per lisciviazione.
7.1.3.1.0;Conduttori di impianti per dosare, miscelare ed impastare materiali per la produzione del vetro, della ceramica e dei laterizi;Le professioni comprese in questa unità conducono impianti e macchinari per dosare, miscelare e impastare sabbie, minerali, vetro di recupero, terre e argille per la produzione del vetro, di manufatti in terracotta, in ceramica e in laterizio.
7.1.3.2.1;Conduttori di forni per la produzione del vetro;Le professioni comprese in questa unità conducono impianti e macchinari per la produzione del vetro ovvero impianti e macchinari di caricamento nei forni e fusione di sabbie, di minerali e vetro di recupero necessari alla produzione.
7.1.3.2.2;Conduttori di impianti per la lavorazione del vetro;Le professioni comprese in questa unità conducono impianti e macchinari per la produzione di lastre, per la trafilatura, l’estrusione, il taglio, lo stampaggio, il trattamento termico e la rifinitura del vetro e degli oggetti in vetro prodotti in serie.
7.1.3.3.1;Conduttori di impianti per la formatura di articoli in ceramica e terracotta;Le professioni comprese in questa unità conducono impianti e macchinari per la produzione e la lavorazione di manufatti in ceramica e terracotta ovvero impianti e macchinari per formare, stampare e comprimere i manufatti da realizzare.
7.1.3.3.2;Conduttori di forni per la produzione di articoli in ceramica e terracotta;Le professioni comprese in questa unità conducono impianti e macchinari per la produzione e la lavorazione in serie di manufatti in ceramica e terracotta ovvero per essiccare, cuocere e sottoporre ad ulteriori trattamenti termici tali manufatti.
7.1.3.4.1;Conduttori di impianti per la formatura di laterizi;Le professioni comprese in questa unità conducono impianti e macchinari per la produzione e la lavorazione di laterizi e di materiali affini per l’edilizia, ovvero impianti e macchinari per formare, stampare e comprimere i manufatti da realizzare.
7.1.3.4.2;Conduttori di forni per la produzione di laterizi;Le professioni comprese in questa unità conducono impianti e macchinari per la produzione e la lavorazione in serie di laterizi e di materiali affini per l’edilizia, ovvero per essiccare, cuocere e sottoporre ad ulteriori trattamenti termici tali manufatti.
7.1.4.1.0;Conduttori di impianti per la fabbricazione in serie di pannelli in legno;"Le professioni comprese in questa unità conducono impianti e macchinari per la produzione in serie di pannelli semilavorati in legno, trucioli e segatura di legno destinati alla produzione industriale; assemblano, impiallacciano e incollano strati incrociati di varie essenze in pannelli compensati o multistrato di vario spessore e qualità; impastano, stendono e pressano trucioli in legno, segature, colle e resine in pannelli di diverso spessore e caratteristiche fisiche."
7.1.4.2.0;Operatori di impianti per la preparazione della pasta di legno e di altri materiali per cartiera;"Le professioni comprese in questa unità conducono impianti e macchinari per la trasformazione di materiali a base di cellulosa in paste di legno e materie prime simili per cartiera; caricano legno, stracci ed altri materiali a base di cellulosa negli impianti di preparazione delle miscele; conducono gli impianti e i reattori chimici per la loro trasformazione in paste di cellulosa e per i trattamenti di affinamento di queste ultime."
7.1.4.3.0;Operatori di impianti per la fabbricazione della carta;Le professioni comprese in questa unità conducono impianti e macchinari per la trasformazione delle paste di cellulosa in carta, per dare loro la consistenza fisica richiesta e stenderle e trasformarle in carta, per sbiancare quest’ultima, lisciarla, patinarla o filigranarla, nonché per avvolgere i fogli in bobine o confezionarli in risme di diversa dimensione.
7.1.5.1.1;Conduttori di impianti per la raffinazione del gas e dei prodotti petroliferi;Le professioni comprese in questa unità conducono distillatori, reattori ed altri impianti e macchinari per la lavorazione dei prodotti petroliferi ovvero provvedono alla loro raffinazione alimentando e conducendo distillatori e reattori e stoccando i prodotti derivati.
7.1.5.1.2;Conduttori di impianti per la stazzatura di prodotti petroliferi;Le professioni comprese in questa unità conducono impianti e macchine per la stazzatura e l’imbottigliamento dei gas derivati dal processo di raffinazione dei prodotti petroliferi.
7.1.5.2.0;Operatori di macchinari e di impianti per la chimica di base e la chimica fine;"Le professioni comprese in questa unità conducono impianti e macchine per filtrare, depurare liquidi e gas, per separare fanghi e altre componenti solide da fluidi, per separare liquidi e gas di diverse densità per successive lavorazioni e produzioni; conducono distillatori per la produzione di sostanze chimiche di base provvedendo anche all'alimentazione degli impianti e allo stoccaggio delle sostanze prodotte; provvedono alla conduzione e al controllo di reattori e di altri impianti chimici effettuando analisi strumentali standard e agendo attraverso quadri di manovra che riportano in tempo reale lo stato dei parametri fisici e chimici essenziali e che consentono l'azionamento di valvole, pompe, generatori di calore ed altri dispositivi di gestione dei processi chimici e delle condizioni energetiche in cui avvengono."
7.1.5.3.1;Operatori di macchinari per la produzione di farmaci;Le professioni comprese in questa unità conducono e controllano impianti e macchinari per la fabbricazione di prodotti della chimica fine e delle specialità ovvero conducono e controllano impianti e macchinari per la produzione dei farmaci e dei loro principi attivi, delle miscele con eccipienti, del loro dosaggio e del relativo confezionamento per il consumo finale.
7.1.5.3.2;Operatori di macchinari per la produzione di prodotti derivati dalla chimica (farmaci esclusi);"Le professioni comprese in questa unità conducono e controllano impianti e macchinari per la fabbricazione di prodotti derivati dalla chimica (farmaci esclusi) ovvero conducono e controllano impianti e macchinari per la fabbricazione di prodotti cosmetici, detergenti e tensioattivi, delle miscele con eccipienti, del loro dosaggio e del relativo confezionamento per il consumo finale; per la produzione delle miscele e dei preparati esplosivi, dei loro dosaggi in cariche, per il confezionamento di munizioni, detonatori, candelotti o altri tipi di esplosivi per usi industriali e non; per la fabbricazione di prodotti derivati dalla produzione chimica secondaria quali candele, linoleum, gas alogeni, vernici, adesivi, colle e resine; per la produzione di materie intermedie derivate dalla produzione chimica primaria quali soluzioni chimiche decolorate, gas, coke, altri derivati dalla lavorazione del carbone, fertilizzanti, fibre sintetiche derivate dalla lavorazione o estrusione di polimeri, materie e sostanze radioattive e prodotti simili."
7.1.6.1.0;Conduttori di caldaie a vapore e di motori termici in impianti industriali;Le professioni comprese in questa unità conducono e controllano impianti e macchinari per la produzione di energia termica e di vapore, nonché motori termici a combustione interna asserviti ad impianti industriali.
7.1.6.2.1;Operatori di impianti di recupero e riciclaggio dei rifiuti;Le professioni comprese in questa unità conducono e controllano impianti per il recupero e il riciclaggio dei rifiuti.
7.1.6.2.2;Operatori di impianti per la depurazione, la potabilizzazione e la distribuzione delle acque;Le professioni comprese in questa unità conducono e controllano impianti per il trattamento e la distribuzione delle acque.
7.1.7.1.0;Operatori di catene di montaggio automatizzate;Le professioni comprese in questa unità conducono e controllano l’attività di catene di montaggio automatizzate e di robot industriali, provvedono al loro avviamento e operano sui meccanismi di funzionamento in relazione alle esigenze produttive programmate.
7.1.8.1.0;Conduttori di mulini e impastatrici;Le professioni comprese in questa unità conducono impianti e macchinari per macinare, separare, granulare ed impastare minerali o sostanze chimiche per successive trasformazioni e lavorazioni.
7.1.8.2.0;Conduttori di forni e di impianti per il trattamento termico dei minerali;Le professioni comprese in questa unità conducono forni ed altri impianti per il trattamento termico dei minerali per trasformarli mediante processi termici di ossidazione, disidratazione, riduzione e decomposizione in materie prime per successive lavorazioni e produzioni.
7.2.1.1.0;Conduttori di macchine utensili automatiche e semiautomatiche industriali;Le professioni comprese in questa unità conducono e supportano il funzionamento di macchine utensili industriali automatiche, semiautomatiche e a controllo numerico e dei relativi centri di produzione per la lavorazione, l'asportazione e la deformazione di semilavorati in metallo (fresatrici, torni, trapani, alesatrici, rettificatici, piallatici, presse,...).
7.2.1.2.0;Conduttori di macchinari per la produzione di manufatti in cemento e assimilati;"Le professioni comprese in questa unità conducono e sorvegliano impianti e macchinari per la produzione di manufatti in cemento e in materiali simili; conducono e sorvegliano impianti e macchine per produrre e miscelare i componenti, impastarli e colarli, nonché per la formatura, la pressatura e la rifinitura dei manufatti prodotti."
7.2.1.3.0;Conduttori di macchinari per la produzione di abrasivi e manufatti abrasivi minerali;"Le professioni comprese in questa unità conducono e sorvegliano impianti e macchinari per la produzione di manufatti in minerali abrasivi e simili; conducono e sorvegliano impianti e macchine per produrre le sabbie, miscelarle e impastarle, per la formatura, la pressatura e la rifinitura dei manufatti prodotti."
7.2.2.1.0;Finitori di metalli e conduttori di impianti per finire, rivestire, placcare metalli e oggetti in metallo;Le professioni comprese in questa unità conducono impianti e macchinari per il trattamento, il rivestimento, la rifinitura, la placcatura chimica ed elettrochimica di metalli e oggetti in metallo.
7.2.2.2.0;Conduttori di macchinari per la fabbricazione di prodotti fotografici e assimilati;Le professioni comprese in questa unità conducono impianti e macchinari per la produzione di emulsioni fotografiche e la fabbricazione di supporti fotosensibili (pellicole e carte fotografiche, pellicole radiografiche, cinematografiche,...)
7.2.3.1.0;Conduttori di macchinari per la confezione e vulcanizzazione dei pneumatici;Le professioni comprese in questa unità conducono impianti e macchinari per la fabbricazione dei pneumatici, per i processi di vulcanizzazione della gomma, di cucitura, di armatura, di budellatura dei pneumatici e per la loro ricostruzione.
7.2.3.2.0;Conduttori di macchinari per la fabbricazione di altri articoli in gomma;Le professioni comprese in questa unità conducono impianti e macchinari per la lavorazione della gomma e la fabbricazione di prodotti in gomma, diversi dai pneumatici, destinati al consumo finale o alla produzione industriale.
7.2.3.3.0;Conduttori di macchinari per la fabbricazione di articoli in plastica e assimilati;Le professioni comprese in questa unità conducono impianti e macchinari per la lavorazione della plastica e la fabbricazione di prodotti in plastica destinati al consumo finale o alla produzione industriale.
7.2.4.1.0;Addetti a macchinari per la produzione in serie di mobili e di articoli in legno;"Le professioni comprese in questa unità conducono impianti e macchinari per la produzione in serie di mobili e di articoli in legno e simili, conducono e sorvegliano i macchinari per tagliare, sagomare, intagliare, perforare, piallare, tornire e levigare il legno e i pannelli in legno o i materiali simili; sorvegliano la regolarità dei processi di lavorazione e intervengono in caso di malfunzionamento degli impianti e dei macchinari."
7.2.5.1.0;Conduttori di macchinari per tipografia e stampa su carta e cartone;"Le professioni comprese in questa unità conducono impianti e macchinari per la stampa in serie e in continuo di carta e cartone, diversamente lavorati, destinati alla confezione di prodotti industriali e alla realizzazione di articoli e prodotti per il consumo finale e la produzione industriale; curano le prove colore e verificano la correttezza del processo di stampa."
7.2.5.2.0;Conduttori di macchinari per la fabbricazione di prodotti in carta e cartone;Le professioni comprese in questa unità conducono impianti e macchinari per la fabbricazione in serie di prodotti in carta e cartone, diversamente lavorati, destinati alla confezione di prodotti industriali e alla produzione di altri articoli per il consumo finale e la produzione industriale.
7.2.5.3.0;Conduttori di macchinari per rilegatura di libri e assimilati;Le professioni comprese in questa unità conducono impianti e macchinari per rilegare in serie libri, riviste e articoli simili.
7.2.6.1.0;Addetti a macchinari per la filatura e la bobinatura;Le professioni comprese in questa unità conducono impianti e macchinari automatici per la filatura e la bobinatura in continuo di fibre naturali e sintetiche.
7.2.6.2.0;Addetti a telai meccanici e a macchinari per la tessitura e la maglieria;Le professioni comprese in questa unità conducono impianti e macchinari automatici per la tessitura in continuo di filati e di maglie.
7.2.6.3.0;Operai addetti a macchinari industriali per confezioni di abbigliamento in stoffa e assimilati;Le professioni comprese in questa unità conducono impianti e macchinari automatici per la produzione in serie di capi e complementi di abbigliamento e di articoli simili, sorvegliano e conducono macchine per tagliare, assemblare e cucire i tessuti secondo misure e modelli predefiniti.
7.2.6.4.0;Addetti ai macchinari per il trattamento di pulitura a secco, candeggio e tintura di filati e tessuti industriali;Le professioni comprese in questa unità conducono impianti e macchinari automatici per il trattamento chimico e fisico, il carbonissaggio, il degodronaggio, la brovatura, il decatissaggio, la follatura, la tintura, il lavaggio, il candeggio, la stiratura, l’apprettatura e trattamenti simili di filati e di tessuti industriali.
7.2.6.5.0;Addetti a macchinari per la stampa dei tessuti;Le professioni comprese in questa unità conducono impianti e macchinari automatici per la stampa in continuo dei tessuti, curano le prove colore, verificano la correttezza del processo di stampa.
7.2.6.6.1;Addetti a macchinari industriali per la preparazione di pelli e pellicce;Le professioni comprese in questa unità conducono impianti e macchinari automatici per la lavorazione di pelli e di pellicce.
7.2.6.6.2;Addetti a macchinari per la produzione in serie di articoli in pelle e pelliccia;"Le professioni comprese in questa unità conducono impianti e macchinari per la produzione in serie di articoli e accessori in pelle e pelliccia; sorvegliano e conducono macchine per tagliare, assemblare, incollare e cucire i materiali secondo misure e modelli predefiniti."
7.2.6.7.0;Addetti a macchinari per la produzione in serie di calzature;"Le professioni comprese in questa unità conducono impianti e macchinari automatici per la produzione in serie di calzature; sorvegliano e conducono macchine per tagliare, assemblare, incollare e cucire i materiali secondo misure e modelli predefiniti."
7.2.6.9.0;Altri operai addetti a macchinari dell'industria tessile e delle confezioni ed assimilati;"Le professioni comprese in questa unità conducono impianti e macchinari automatici per la produzione e confezione in serie di materiali e di articoli per l’abbigliamento e di accessori diversi dai capi di vestiario ovvero conducono impianti e macchinari per la produzione in serie di passamaneria, feltreria e simili; sorvegliano e conducono macchine per tagliare, assemblare, incollare e cucire i materiali secondo misure e modelli predefiniti."
7.2.7.1.0;Assemblatori in serie di parti di macchine;Le professioni comprese in questa unità montano, in catene o linee semiautomatiche di assemblaggio e con l’ausilio di utensili manuali o semiautomatici, componenti di macchine o parti di macchine.
7.2.7.2.0;Assemblatori e cablatori di apparecchiature elettriche;Le professioni comprese in questa unità montano, in catene o linee semiautomatiche di assemblaggio e con l’ausilio di utensili manuali o semiautomatici, e cablano componenti di apparati e di apparecchiature elettriche o di loro parti.
7.2.7.3.0;Assemblatori e cablatori di apparecchiature elettroniche e di telecomunicazioni;Le professioni comprese in questa unità montano, in catene o linee semiautomatiche di assemblaggio e con l’ausilio di utensili manuali o semiautomatici, e cablano componenti di apparecchiature elettroniche e di telecomunicazione e di loro parti.
7.2.7.4.0;Assemblatori in serie di articoli in metallo, in gomma e in materie plastiche;Le professioni comprese in questa unità montano, in catene o linee semiautomatiche di assemblaggio e con l’ausilio di utensili manuali o semiautomatici, componenti di articoli in metallo, gomma e materie plastiche o di loro parti.
7.2.7.5.0;Assemblatori in serie di articoli in legno e in materiali assimilati;Le professioni comprese in questa unità montano, in catene o linee semiautomatiche di assemblaggio e con l’ausilio di utensili manuali o semiautomatici, componenti di articoli in legno e materiali simili.
7.2.7.6.0;Assemblatori in serie di articoli in cartone, in tessuto e materie assimilate;Le professioni comprese in questa unità montano, in catene o linee semiautomatiche di assemblaggio e con l’ausilio di utensili manuali o semiautomatici, componenti di articoli in cartone, tessuto e materiali simili.
7.2.7.9.0;Assemblatori in serie di articoli industriali compositi;Le professioni comprese in questa unità montano, in catene o linee semiautomatiche di assemblaggio e con l’ausilio di utensili manuali o semiautomatici, pezzi di articoli composti da materiali e apparati di diversa natura e funzione.
7.2.8.1.0;Addetti a macchine confezionatrici e al confezionamento di prodotti industriali;Le professioni comprese in questa unità conducono e sono addetti a impianti e macchinari per il confezionamento, l’imbottigliamento, l’inscatolamento, l’invasatura, l’imballo e simili di prodotti industriali.
7.3.1.1.0;Addetti agli impianti fissi in agricoltura e nell'allevamento;"Le professioni comprese in questa unità conducono impianti e macchinari fissi per il primo trattamento e la prima lavorazione dei prodotti agricoli e di allevamento ovvero conducono impianti e macchinari fissi per la pulitura, vagliatura, essiccazione, insilaggio e conservazione dei prodotti agricoli freschi; conducono impianti e macchinari fissi di pulizia e di tenuta igienica dei luoghi di alimentazione degli animali in allevamento, di raccolta, lavaggio, pulizia, stoccaggio e operazioni simili di prodotti di allevamento diversi dal latte."
7.3.1.2.0;Addetti agli impianti per la trasformazione delle olive;Le professioni comprese in questa unità conducono impianti e macchinari da frantoio per la trasformazione delle olive e delle sanse in olii.
